Quadrado mágico.
E 576.020996 ms.
e 574.963989 ms.
R 0.065000 ms.
C 61.330002 ms.
D 0.001000 ms.
T 0.000000 ms.
E 581.911987 ms.
R 0.066000 ms.
C 61.421001 ms.
D 0.000000 ms.
T 0.000000 ms.
E 576.155029 ms.
e 573.499023 ms.
e 579.644958 ms.
R 0.065000 ms.
C 52.183998 ms.
D 0.000000 ms.
T 0.000000 ms.
E 579.478027 ms.
e 576.783020 ms.
Quadrado mágico.
R 0.063000 ms.
C 56.431999 ms.
D 0.000000 ms.
T 0.000000 ms.
E 564.338013 ms.
e 562.538025 ms.
R 0.063000 ms.
C 56.362999 ms.
D 0.001000 ms.
T 0.000000 ms.
E 573.544006 ms.
e 571.325012 ms.
R 0.062000 ms.
C 40.234001 ms.
D 0.000000 ms.
T 0.000000 ms.
E 569.607971 ms.
e 566.880981 ms.
R 0.062000 ms.
C 56.344002 ms.
D 0.000000 ms.
T 0.000000 ms.
E 565.768005 ms.
e 564.898987 ms.
Quadrado mágico.
R 0.072000 ms.
C 0.319000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 512.689026 ms.
e 510.275024 ms.
R 0.072000 ms.
C 0.328000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 509.631989 ms.
e 506.914001 ms.
R 0.071000 ms.
C 0.287000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 509.658997 ms.
e 508.436005 ms.
R 0.072000 ms.
C 0.424000 ms.
D 0.002000 ms.
T 0.000000 ms.
E 517.309998 ms.
e 515.010010 ms.
Quadrado mágico.
R 0.065000 ms.
C 59.290001 ms.
D 0.000000 ms.
T 0.000000 ms.
E 575.286987 ms.
e 574.281982 ms.
R 0.065000 ms.
C 48.202999 ms.
D 0.000000 ms.
T 0.000000 ms.
E 577.729004 ms.
e 575.052979 ms.
R 0.064000 ms.
C 59.301998 ms.
D 0.003000 ms.
T 0.000000 ms.
E 580.903015 ms.
e 578.679016 ms.
R 0.064000 ms.
C 59.438000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 578.505005 ms.
e 575.728027 ms.
Quadrado mágico.
R 0.063000 ms.
C 59.244999 ms.
D 0.000000 ms.
T 0.000000 ms.
E 572.239014 ms.
e 569.577026 ms.
R 0.062000 ms.
C 59.127998 ms.
D 0.000000 ms.
T 0.000000 ms.
E 575.395020 ms.
e 572.675049 ms.
R 0.064000 ms.
C 59.372002 ms.
D 0.001000 ms.
R 0.064000 ms.
C 59.278999 ms.
D 0.000000 ms.
T 0.000000 ms.
E 573.766968 ms.
e 572.685974 ms.
T 0.000000 ms.
E 579.026001 ms.
e 576.260986 ms.
Quadrado mágico.
R 0.065000 ms.
C 50.576000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 570.587036 ms.
e 567.899048 ms.
R 0.065000 ms.
C 50.568001 ms.
D 0.000000 ms.
T 0.000000 ms.
E 568.221985 ms.
e 565.581970 ms.
R 0.064000 ms.
C 40.217999 ms.
D 0.003000 ms.
T 0.000000 ms.
E 574.010010 ms.
e 571.764038 ms.
R 0.065000 ms.
C 50.646000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 569.526978 ms.
e 568.487976 ms.
Quadrado mágico.
R 0.070000 ms.
C 0.593000 ms.
D 0.002000 ms.
T 0.000000 ms.
E 523.721008 ms.
e 521.056030 ms.
R 0.070000 ms.
C 0.413000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 520.802002 ms.
e 518.138977 ms.
R 0.070000 ms.
C 0.621000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 516.945984 ms.
e 514.690979 ms.
R 0.070000 ms.
C 0.240000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 520.981018 ms.
e 518.788025 ms.
Quadrado mágico.
R 0.063000 ms.
R 0.063000 ms.
C 71.542999 ms.
D 0.000000 ms.
T 0.000000 ms.
E 585.328979 ms.
e 584.427002 ms.
R 0.062000 ms.
C 71.463997 ms.
D 0.000000 ms.
T 0.000000 ms.
E 587.851990 ms.
e 585.330017 ms.
C 68.193001 ms.
D 0.000000 ms.
T 0.000000 ms.
E 585.036987 ms.
e 582.822998 ms.
R 0.063000 ms.
C 71.341003 ms.
D 0.001000 ms.
T 0.000000 ms.
E 593.684021 ms.
e 591.015991 ms.
Quadrado mágico.
R 0.063000 ms.
C 56.855000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 578.385010 ms.
e 575.697021 ms.
R 0.063000 ms.
C 56.701000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 575.689026 ms.
e 574.680054 ms.
R 0.063000 ms.
C 56.716000 ms.
D 0.001000 ms.
T 0.000000 ms.
E 581.148987 ms.
R 0.062000 ms.
C 44.195999 ms.
D 0.000000 ms.
e 579.050964 ms.
T 0.000000 ms.
E 575.562988 ms.
e 572.878967 ms.
Quadrado mágico.
R 0.081000 ms.
C 0.259000 ms.
D 0.003000 ms.
T 0.000000 ms.
E 518.000000 ms.
e 515.284973 ms.
R 0.081000 ms.
C 0.415000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 513.645996 ms.
e 512.729004 ms.
R 0.081000 ms.
C 0.379000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 514.714966 ms.
e 512.658936 ms.
R 0.081000 ms.
C 0.399000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 519.104004 ms.
e 516.413025 ms.
Quadrado mágico.
R 0.065000 ms.
C 64.188004 ms.
D 0.002000 ms.
T 0.000000 ms.
E 597.948975 ms.
e 595.286987 ms.
R 0.065000 ms.
C 70.893997 ms.
D 0.000000 ms.
T 0.000000 ms.
E 592.950012 ms.
e 591.915039 ms.
R 0.065000 ms.
C 60.171001 ms.
D 0.000000 ms.
T 0.000000 ms.
E 595.724976 ms.
e 593.035950 ms.
R 0.065000 ms.
C 70.824997 ms.
D 0.000000 ms.
T 0.000000 ms.
E 595.415039 ms.
e 592.700012 ms.
Quadrado mágico.
R 0.064000 ms.
C 59.657001 ms.
D 0.002000 ms.
T 0.000000 ms.
E 584.755981 ms.
e 582.086975 ms.
R 0.065000 ms.
C 52.123001 ms.
D 0.000000 ms.
T 0.000000 ms.
E 581.545044 ms.
e 578.893066 ms.
R 0.065000 ms.
C 59.591999 ms.
D 0.000000 ms.
T 0.000000 ms.
E 578.640991 ms.
e 577.531006 ms.
R 0.065000 ms.
C 59.612000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 578.964966 ms.
e 576.638977 ms.
