Quadrado mágico.
D 0.000000 ms.
T 0.000000 ms.
E 24636.904297 ms.
e 1295.068359 ms.
R 126.521004 ms.
C 649.973999 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24639.761719 ms.
e 1288.371094 ms.
R 126.521004 ms.
C 660.614014 ms.
D 0.709000 ms.
T 0.000000 ms.
E 24643.808594 ms.
e 1296.529297 ms.
R 126.521004 ms.
C 660.515991 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24638.929688 ms.
e 1297.808594 ms.
Quadrado mágico.
R 130.733994 ms.
C 787.825989 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24826.761719 ms.
e 1434.285156 ms.
R 130.733994 ms.
C 798.312988 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24825.453125 ms.
e 1434.544922 ms.
R 130.733994 ms.
C 779.837036 ms.
D 0.634000 ms.
T 0.000000 ms.
E 24831.605469 ms.
e 1436.548828 ms.
R 130.733994 ms.
C 798.214966 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24827.314453 ms.
e 1437.335938 ms.
Quadrado mágico.
R 130.947006 ms.
C 663.955017 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24731.451172 ms.
e 1304.052734 ms.
R 130.947006 ms.
C 664.052002 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24728.818359 ms.
e 1304.054688 ms.
R 130.947006 ms.
C 663.992004 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24729.181641 ms.
e 1304.687500 ms.
R 130.947006 ms.
C 656.651001 ms.
D 0.710000 ms.
T 0.000000 ms.
E 24735.107422 ms.
e 1304.949219 ms.
Quadrado mágico.
R 129.929001 ms.
C 659.304993 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24697.111328 ms.
e 1303.220703 ms.
R 129.929001 ms.
C 666.760986 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24697.113281 ms.
e 1303.490234 ms.
R 129.929001 ms.
C 666.815002 ms.
D 0.731000 ms.
T 0.000000 ms.
E 24702.779297 ms.
e 1303.851562 ms.
R 129.929001 ms.
C 666.760010 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24699.935547 ms.
e 1304.017578 ms.
Quadrado mágico.
R 125.112000 ms.
C 667.289978 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24868.435547 ms.
e 1427.542969 ms.
R 125.112000 ms.
C 656.499023 ms.
D 0.559000 ms.
T 0.000000 ms.
E 24871.714844 ms.
e 1280.871094 ms.
R 125.112999 ms.
C 667.429016 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24866.443359 ms.
e 1428.439453 ms.
R 125.112999 ms.
C 667.375000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24867.099609 ms.
e 1428.511719 ms.
Quadrado mágico.
R 131.500000 ms.
C 618.278992 ms.
D 0.000000 ms.
T 0.000000 ms.
R 131.500000 ms.
C 630.476990 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24672.398438 ms.
e 1266.634766 ms.
R 131.500000 ms.
E 24675.832031 ms.
e 1266.691406 ms.
R 131.500000 ms.
C 630.609009 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24671.697266 ms.
e 1266.808594 ms.
C 630.585999 ms.
D 0.636000 ms.
T 0.000000 ms.
E 24679.173828 ms.
e 1267.125000 ms.
Quadrado mágico.
R 130.076004 ms.
C 614.789978 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24663.933594 ms.
e 1251.439453 ms.
R 130.076996 ms.
C 614.617004 ms.
D 0.692000 ms.
R 130.076996 ms.
C 614.664978 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24663.464844 ms.
T 0.000000 ms.
E 24669.273438 ms.
e 1251.558594 ms.
e 1251.671875 ms.
R 130.076996 ms.
C 614.630005 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24666.576172 ms.
e 1251.835938 ms.
Quadrado mágico.
R 126.877998 ms.
C 812.169983 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24820.998047 ms.
R 126.878998 ms.
C 805.911987 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24817.699219 ms.
e 1455.542969 ms.
R 126.877998 ms.
C 801.885010 ms.
D 0.704000 ms.
T 0.000000 ms.
E 24823.824219 ms.
e 1449.441406 ms.
e 1455.242188 ms.
R 126.877998 ms.
C 812.268005 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24817.625000 ms.
e 1455.466797 ms.
Quadrado mágico.
R 125.952003 ms.
C 698.307007 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24777.832031 ms.
e 1335.582031 ms.
R 125.952003 ms.
C 692.359009 ms.
D 0.000000 ms.
T 0.000000 ms.
R 125.952003 ms.
C 684.382019 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24778.283203 ms.
e 1335.912109 ms.
E 24781.433594 ms.
e 1335.787109 ms.
R 125.952003 ms.
C 698.424011 ms.
D 0.601000 ms.
T 0.000000 ms.
E 24784.933594 ms.
e 1332.570312 ms.
Quadrado mágico.
R 131.287994 ms.
C 606.552979 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24649.277344 ms.
e 1226.943359 ms.
R 131.289001 ms.
C 606.575012 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24646.587891 ms.
e 1236.333984 ms.
R 131.289001 ms.
R 131.287003 ms.
C 606.638000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24647.009766 ms.
C 606.554993 ms.
D 0.714000 ms.
e 1238.882812 ms.
T 0.000000 ms.
E 24652.339844 ms.
e 1251.908203 ms.
Quadrado mágico.
R 129.348999 ms.
C 668.781982 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24701.726562 ms.
e 1298.119141 ms.
R 129.348999 ms.
C 668.742981 ms.
D 0.000000 ms.
T 0.000000 ms.
R 129.348999 ms.
E 24698.984375 ms.
e 1307.925781 ms.
R 129.348999 ms.
C 668.927979 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24698.714844 ms.
e 1298.126953 ms.
C 657.705017 ms.
D 0.621000 ms.
T 0.000000 ms.
E 24704.625000 ms.
e 1297.208984 ms.
Quadrado mágico.
R 131.623993 ms.
C 661.213013 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24706.595703 ms.
e 1311.835938 ms.
R 131.623993 ms.
C 673.054993 ms.
D 0.636000 ms.
T 0.000000 ms.
E 24710.669922 ms.
e 1313.066406 ms.
R 131.623993 ms.
C 673.056030 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24705.427734 ms.
e 1313.773438 ms.
R 131.623993 ms.
C 672.976990 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24709.134766 ms.
e 1316.900391 ms.
Quadrado mágico.
R 130.873993 ms.
C 660.551025 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24729.400391 ms.
e 1303.294922 ms.
R 130.873993 ms.
C 650.135010 ms.
R 130.873993 ms.
C 660.463989 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24730.414062 ms.
e 1329.886719 ms.
D 0.631000 ms.
T 0.000000 ms.
E 24735.728516 ms.
e 1276.339844 ms.
R 130.873993 ms.
C 660.414001 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24733.261719 ms.
e 1311.642578 ms.
Quadrado mágico.
R 130.171005 ms.
C 652.924011 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24696.693359 ms.
e 1309.435547 ms.
R 130.171005 ms.
C 664.232971 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24699.535156 ms.
e 1309.537109 ms.
R 130.171005 ms.
C 656.958008 ms.
D 0.621000 ms.
T 0.000000 ms.
E 24702.298828 ms.
e 1309.628906 ms.
R 130.171005 ms.
C 664.403015 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24697.455078 ms.
e 1309.828125 ms.
Quadrado mágico.
R 130.003006 ms.
C 688.807983 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24736.240234 ms.
R 130.003006 ms.
C 678.763977 ms.
D 0.000000 ms.
e 1329.398438 ms.
T 0.000000 ms.
E 24736.828125 ms.
e 1328.572266 ms.
R 130.003006 ms.
C 688.754028 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24739.578125 ms.
e 1313.218750 ms.
R 130.003006 ms.
C 688.864014 ms.
D 0.726000 ms.
T 0.000000 ms.
E 24743.792969 ms.
e 1330.519531 ms.
Quadrado mágico.
R 130.270996 ms.
C 671.525024 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24714.947266 ms.
e 1279.966797 ms.
R 130.270996 ms.
C 664.039978 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24718.285156 ms.
e 1307.824219 ms.
R 130.270996 ms.
C 671.434998 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24715.570312 ms.
e 1304.927734 ms.
R 130.270996 ms.
C 671.424988 ms.
D 0.773000 ms.
T 0.000000 ms.
E 24722.931641 ms.
e 1309.097656 ms.
Quadrado mágico.
R 129.720993 ms.
C 654.570984 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24743.904297 ms.
e 1291.441406 ms.
R 129.714005 ms.
C 654.398010 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24743.703125 ms.
e 1288.177734 ms.
R 129.720993 ms.
C 645.817017 ms.
D 0.688000 ms.
T 0.000000 ms.
E 24750.009766 ms.
e 1293.015625 ms.
R 129.720993 ms.
C 654.356995 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24748.638672 ms.
e 1294.082031 ms.
Quadrado mágico.
R 129.085999 ms.
C 660.596008 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24656.587891 ms.
e 1302.183594 ms.
R 129.085999 ms.
C 660.718994 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24656.460938 ms.
e 1302.513672 ms.
R 129.085999 ms.
C 652.869019 ms.
D 0.597000 ms.
T 0.000000 ms.
E 24664.246094 ms.
e 1303.283203 ms.
R 129.085999 ms.
C 660.585999 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24661.917969 ms.
e 1304.230469 ms.
Quadrado mágico.
R 127.448997 ms.
C 658.612976 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24706.740234 ms.
e 1304.578125 ms.
R 127.448997 ms.
C 665.929993 ms.
D 0.672000 ms.
T 0.000000 ms.
E 24711.830078 ms.
e 1304.761719 ms.
R 127.448997 ms.
C 665.789978 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24706.193359 ms.
e 1304.761719 ms.
R 127.448997 ms.
C 665.838989 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24709.154297 ms.
e 1304.724609 ms.
Quadrado mágico.
R 126.195999 ms.
C 666.718994 ms.
D 0.580000 ms.
T 0.000000 ms.
E 24685.765625 ms.
e 1298.001953 ms.
R 126.195999 ms.
C 666.552979 ms.
D 0.000000 ms.
T 0.000000 ms.
R 126.195999 ms.
C 666.568970 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24683.388672 ms.
e 1298.359375 ms.
E 24680.542969 ms.
e 1298.414062 ms.
R 126.195999 ms.
C 651.145020 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24681.109375 ms.
e 1298.523438 ms.
Quadrado mágico.
R 126.028000 ms.
C 663.796021 ms.
D 0.000000 ms.
T 0.000000 ms.
R 126.028000 ms.
C 663.806030 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24711.667969 ms.
e 1293.419922 ms.
E 24710.800781 ms.
e 1293.343750 ms.
R 126.028000 ms.
C 663.937012 ms.
D 0.544000 ms.
T 0.000000 ms.
E 24716.109375 ms.
e 1294.640625 ms.
R 126.028000 ms.
C 654.604980 ms.
D 0.000000 ms.
T 0.000000 ms.
E 24716.294922 ms.
e 1302.773438 ms.
