Quadrado mágico.
R 2.261000 ms.
C 67.811996 ms.
D 0.000000 ms.
T 0.000000 ms.
E 672.429993 ms.
e 576.124023 ms.
R 2.262000 ms.
C 67.799004 ms.
D 0.000000 ms.
T 0.000000 ms.
E 672.234985 ms.
e 575.843994 ms.
R 2.261000 ms.
C 67.710999 ms.
D 0.227000 ms.
T 0.000000 ms.
E 679.057983 ms.
e 581.092957 ms.
Quadrado mágico.
R 2.202000 ms.
C 60.084000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 673.135010 ms.
e 573.059998 ms.
R 2.202000 ms.
C 52.099998 ms.
D 0.113000 ms.
T 0.000000 ms.
E 680.485962 ms.
e 583.389954 ms.
R 2.203000 ms.
R 2.203000 ms.
C 69.470001 ms.
D 0.000000 ms.
T 0.000000 ms.
E 675.015015 ms.
e 581.494019 ms.
C 69.420998 ms.
D 0.000000 ms.
T 0.000000 ms.
E 678.101990 ms.
e 581.255005 ms.
Quadrado mágico.
R 2.319000 ms.
R 2.317000 ms.
C 60.956001 ms.
D 0.000000 ms.
T 0.000000 ms.
E 661.821045 ms.
e 565.220032 ms.
C 61.050999 ms.
D 0.000000 ms.
T 0.000000 ms.
E 661.542969 ms.
R 2.317000 ms.
C 47.692001 ms.
D 0.000000 ms.
T 0.000000 ms.
E 665.271973 ms.
e 570.000000 ms.
e 569.421997 ms.
R 2.318000 ms.
C 61.124001 ms.
D 0.032000 ms.
T 0.000000 ms.
E 668.833984 ms.
e 570.487000 ms.
Quadrado mágico.
R 2.249000 ms.
C 67.010002 ms.
D 0.000000 ms.
T 0.000000 ms.
E 665.838989 ms.
e 564.495972 ms.
R 2.249000 ms.
C 66.919998 ms.
D 0.034000 ms.
T 0.000000 ms.
R 2.249000 ms.
C 67.002998 ms.
D 0.000000 ms.
T 0.000000 ms.
E 663.476990 ms.
e 571.602966 ms.
E 669.703003 ms.
e 571.804993 ms.
R 2.250000 ms.
C 59.841999 ms.
D 0.000000 ms.
T 0.000000 ms.
E 664.247986 ms.
e 566.594971 ms.
Quadrado mágico.
R 1.714000 ms.
C 4.670000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 610.880005 ms.
e 513.528015 ms.
R 1.714000 ms.
C 4.495000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 609.213989 ms.
e 517.518982 ms.
R 1.714000 ms.
C 4.324000 ms.
D 0.106000 ms.
T 0.000000 ms.
E 614.239990 ms.
e 514.631958 ms.
R 1.715000 ms.
C 4.563000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 609.255005 ms.
e 511.609009 ms.
Quadrado mágico.
R 2.302000 ms.
C 68.527000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 732.108032 ms.
e 633.928040 ms.
R 2.302000 ms.
C 63.547001 ms.
D 0.000000 ms.
T 0.000000 ms.
E 735.650024 ms.
e 635.253052 ms.
R 2.302000 ms.
C 68.570999 ms.
D 0.000000 ms.
T 0.000000 ms.
E 729.039001 ms.
e 637.744019 ms.
R 2.303000 ms.
C 55.856998 ms.
D 0.032000 ms.
T 0.000000 ms.
E 739.016968 ms.
e 640.736938 ms.
Quadrado mágico.
R 2.144000 ms.
C 43.112999 ms.
D 0.000000 ms.
T 0.000000 ms.
E 649.954956 ms.
e 558.119934 ms.
R 2.145000 ms.
C 28.160000 ms.
D 0.032000 ms.
R 2.144000 ms.
C 43.064999 ms.
D 0.000000 ms.
T 0.000000 ms.
E 649.351990 ms.
e 552.390015 ms.
T 0.000000 ms.
E 654.988037 ms.
e 556.548035 ms.
R 2.144000 ms.
C 43.097000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 652.368042 ms.
e 552.701050 ms.
Quadrado mágico.
R 2.235000 ms.
R 2.234000 ms.
C 67.883003 ms.
R 2.234000 ms.
C 67.782997 ms.
C 67.761002 ms.
D 0.000000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 666.947021 ms.
e 574.728027 ms.
T 0.000000 ms.
E 666.386963 ms.
e 568.765991 ms.
D 0.000000 ms.
T 0.000000 ms.
E 669.167969 ms.
e 569.212952 ms.
R 2.236000 ms.
C 55.905998 ms.
D 0.044000 ms.
T 0.000000 ms.
E 671.765015 ms.
e 574.101013 ms.
Quadrado mágico.
R 2.211000 ms.
C 209.931000 ms.
D 0.000000 ms.
R 2.211000 ms.
C 195.763000 ms.
D 0.000000 ms.
T 0.000000 ms.
T 0.000000 ms.
R 2.210000 ms.
C 209.988998 ms.
D 0.000000 ms.
T 0.000000 ms.
E 812.339966 ms.
e 715.401978 ms.
E 815.460022 ms.
e 717.242004 ms.
E 812.044006 ms.
e 719.573975 ms.
R 2.211000 ms.
C 199.787994 ms.
D 0.074000 ms.
T 0.000000 ms.
E 819.353027 ms.
e 719.869019 ms.
Quadrado mágico.
R 2.257000 ms.
C 62.366001 ms.
D 0.000000 ms.
T 0.000000 ms.
E 664.615967 ms.
e 568.589966 ms.
R 2.257000 ms.
C 62.404999 ms.
D 0.031000 ms.
T 0.000000 ms.
E 670.875000 ms.
e 572.739014 ms.
R 2.257000 ms.
C 62.310001 ms.
D 0.000000 ms.
T 0.000000 ms.
E 669.317017 ms.
e 572.392029 ms.
R 2.257000 ms.
C 51.759998 ms.
D 0.000000 ms.
T 0.000000 ms.
E 667.665039 ms.
e 575.812012 ms.
Quadrado mágico.
R 2.247000 ms.
C 63.409000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 668.896973 ms.
e 571.356995 ms.
R 2.247000 ms.
C 63.292000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 664.851990 ms.
e 569.959961 ms.
R 2.247000 ms.
C 55.908001 ms.
D 0.040000 ms.
T 0.000000 ms.
E 673.505981 ms.
e 574.007996 ms.
R 2.247000 ms.
C 63.374001 ms.
D 0.000000 ms.
T 0.000000 ms.
E 667.735962 ms.
e 570.859985 ms.
Quadrado mágico.
R 2.254000 ms.
C 59.291016 ms.
R 2.254000 ms.
C 59.320007 ms.
D 0.000000 ms.
T 0.000000 ms.
E 663.070007 ms.
e 564.483032 ms.
R 2.253000 ms.
C 59.422974 ms.
D 0.000000 ms.
T 0.000000 ms.
E 659.958008 ms.
e 559.151978 ms.
R 2.254000 ms.
C 51.956970 ms.
D 0.000000 ms.
T 0.000000 ms.
E 660.204956 ms.
e 567.704956 ms.
D 0.043000 ms.
T 0.000000 ms.
E 665.995972 ms.
e 569.420959 ms.
Quadrado mágico.
R 2.298000 ms.
C 61.076000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 656.445007 ms.
e 563.276978 ms.
R 2.297000 ms.
C 47.872002 ms.
D 0.000000 ms.
T 0.000000 ms.
E 661.334961 ms.
e 564.017944 ms.
R 2.298000 ms.
C 61.023998 ms.
D 0.000000 ms.
T 0.000000 ms.
E 657.962036 ms.
e 559.559021 ms.
R 2.298000 ms.
C 61.042000 ms.
D 0.034000 ms.
T 0.000000 ms.
E 664.256958 ms.
e 567.437988 ms.
Quadrado mágico.
R 2.199000 ms.
C 77.049004 ms.
D 0.031000 ms.
T 0.000000 ms.
E 683.393005 ms.
e 583.263000 ms.
R 2.198000 ms.
C 76.898003 ms.
D 0.000000 ms.
T 0.000000 ms.
E 682.357971 ms.
e 582.213989 ms.
R 2.199000 ms.
C 76.872002 ms.
D 0.000000 ms.
T 0.000000 ms.
E 680.422974 ms.
e 584.979004 ms.
R 2.198000 ms.
C 67.696999 ms.
D 0.000000 ms.
T 0.000000 ms.
E 680.629028 ms.
e 588.484009 ms.
Quadrado mágico.
R 2.246000 ms.
C 64.504997 ms.
D 0.000000 ms.
T 0.000000 ms.
E 672.411987 ms.
e 576.537964 ms.
R 2.245000 ms.
C 59.738998 ms.
D 0.174000 ms.
T 0.000000 ms.
E 676.375977 ms.
e 579.037964 ms.
R 2.246000 ms.
C 64.611000 ms.
D 0.000000 ms.
T 0.000000 ms.
E 670.526001 ms.
e 577.763000 ms.
R 2.246000 ms.
C 64.542999 ms.
D 0.000000 ms.
T 0.000000 ms.
E 670.828979 ms.
e 568.664978 ms.
Quadrado mágico.
R 2.210000 ms.
C 71.151001 ms.
D 0.000000 ms.
T 0.000000 ms.
E 671.229004 ms.
e 574.906982 ms.
R 2.210000 ms.
C 59.775002 ms.
D 0.000000 ms.
T 0.000000 ms.
E 671.885986 ms.
e 580.127991 ms.
R 2.211000 ms.
C 71.150002 ms.
D 0.073000 ms.
T 0.000000 ms.
E 678.216980 ms.
e 580.182983 ms.
R 2.210000 ms.
C 71.302002 ms.
D 0.000000 ms.
T 0.000000 ms.
E 679.681030 ms.
e 581.629028 ms.
Quadrado mágico.
R 2.252000 ms.
C 58.937000 ms.
D 0.000000 ms.
R 2.252000 ms.
C 58.792999 ms.
D 0.000000 ms.
T 0.000000 ms.
E 668.987000 ms.
e 562.916016 ms.
T 0.000000 ms.
E 666.197998 ms.
e 573.802002 ms.
R 2.252000 ms.
C 47.868999 ms.
D 0.000000 ms.
T 0.000000 ms.
E 666.185974 ms.
e 568.194946 ms.
R 2.251000 ms.
C 58.902000 ms.
D 0.042000 ms.
T 0.000000 ms.
E 674.711975 ms.
e 578.217957 ms.
Quadrado mágico.
R 2.242000 ms.
C 197.024002 ms.
D 0.000000 ms.
T 0.000000 ms.
E 809.026001 ms.
e 712.427002 ms.
R 2.242000 ms.
C 191.509003 ms.
D 0.000000 ms.
T 0.000000 ms.
E 807.549011 ms.
e 705.237000 ms.
R 2.242000 ms.
C 187.522003 ms.
D 0.043000 ms.
T 0.000000 ms.
E 813.702026 ms.
e 716.163025 ms.
R 2.242000 ms.
C 197.033997 ms.
D 0.000000 ms.
T 0.000000 ms.
E 809.184021 ms.
e 716.481018 ms.
Quadrado mágico.
R 2.321000 ms.
C 74.092003 ms.
D 0.032000 ms.
T 0.000000 ms.
E 681.232971 ms.
e 584.463989 ms.
R 2.321000 ms.
C 74.245003 ms.
D 0.000000 ms.
T 0.000000 ms.
E 676.645996 ms.
e 577.205017 ms.
R 2.321000 ms.
C 74.071999 ms.
D 0.000000 ms.
T 0.000000 ms.
E 677.909973 ms.
e 586.384949 ms.
R 2.321000 ms.
C 71.692001 ms.
D 0.000000 ms.
T 0.000000 ms.
E 683.018005 ms.
e 586.785034 ms.
Quadrado mágico.
R 2.316000 ms.
C 51.811001 ms.
D 0.000000 ms.
T 0.000000 ms.
E 675.002014 ms.
e 576.894043 ms.
R 2.316000 ms.
C 67.403999 ms.
D 0.043000 ms.
T 0.000000 ms.
E 678.057007 ms.
R 2.316000 ms.
C 67.267998 ms.
D 0.000000 ms.
T 0.000000 ms.
E 672.051025 ms.
e 576.343018 ms.
e 580.257019 ms.
R 2.317000 ms.
C 67.289001 ms.
D 0.000000 ms.
T 0.000000 ms.
E 672.880005 ms.
e 580.979004 ms.
